"agency_cd","site_no","datetime","X165986_00060_00001","X165986_00060_00001_cd","X165987_00060_00002","X165987_00060_00002_cd","X84936_00060_00003","X84936_00060_00003_cd","X84937_00065_00001","X84937_00065_00001_cd","X84938_00065_00002","X84938_00065_00002_cd","X84939_00065_00003","X84939_00065_00003_cd"
"USGS",2085000,"2/18/49",NA,"",NA,"",107,"A",NA,"",NA,"",NA,""
"USGS",2085000,"2/19/49",NA,"",NA,"",157,"A",NA,"",NA,"",NA,""
"USGS",2085000,"2/20/49",NA,"",NA,"",304,"A",NA,"",NA,"",NA,""
"USGS",2085000,"2/21/49",NA,"",NA,"",140,"A",NA,"",NA,"",NA,""
"USGS",2085000,"2/22/49",NA,"",NA,"",107,"A",NA,"",NA,"",NA,""
"USGS",2085000,"2/23/49",NA,"",NA,"",102,"A",NA,"",NA,"",NA,""
"USGS",2085000,"2/24/49",NA,"",NA,"",87,"A",NA,"",NA,"",NA,""
"USGS",2085000,"2/25/49",NA,"",NA,"",80,"A",NA,"",NA,"",NA,""
"USGS",2085000,"2/26/49",NA,"",NA,"",74,"A",NA,"",NA,"",NA,""
"USGS",2085000,"2/27/49",NA,"",NA,"",72,"A",NA,"",NA,"",NA,""
"USGS",2085000,"2/28/49",NA,"",NA,"",134,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/1/49",NA,"",NA,"",89,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/2/49",NA,"",NA,"",73,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/3/49",NA,"",NA,"",69,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/4/49",NA,"",NA,"",63,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/5/49",NA,"",NA,"",62,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/6/49",NA,"",NA,"",61,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/7/49",NA,"",NA,"",59,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/8/49",NA,"",NA,"",54,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/9/49",NA,"",NA,"",53,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/10/49",NA,"",NA,"",64,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/11/49",NA,"",NA,"",80,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/12/49",NA,"",NA,"",60,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/13/49",NA,"",NA,"",54,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/14/49",NA,"",NA,"",51,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/15/49",NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/16/49",NA,"",NA,"",48,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/17/49",NA,"",NA,"",47,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/18/49",NA,"",NA,"",55,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/19/49",NA,"",NA,"",87,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/20/49",NA,"",NA,"",56,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/21/49",NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/22/49",NA,"",NA,"",55,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/23/49",NA,"",NA,"",152,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/24/49",NA,"",NA,"",84,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/25/49",NA,"",NA,"",86,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/26/49",NA,"",NA,"",142,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/27/49",NA,"",NA,"",88,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/28/49",NA,"",NA,"",74,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/29/49",NA,"",NA,"",82,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/30/49",NA,"",NA,"",69,"A",NA,"",NA,"",NA,""
"USGS",2085000,"3/31/49",NA,"",NA,"",97,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/1/49",NA,"",NA,"",92,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/2/49",NA,"",NA,"",66,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/3/49",NA,"",NA,"",61,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/4/49",NA,"",NA,"",60,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/5/49",NA,"",NA,"",71,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/6/49",NA,"",NA,"",224,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/7/49",NA,"",NA,"",95,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/8/49",NA,"",NA,"",77,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/9/49",NA,"",NA,"",66,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/10/49",NA,"",NA,"",57,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/11/49",NA,"",NA,"",55,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/12/49",NA,"",NA,"",66,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/13/49",NA,"",NA,"",163,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/14/49",NA,"",NA,"",95,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/15/49",NA,"",NA,"",68,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/16/49",NA,"",NA,"",56,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/17/49",NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/18/49",NA,"",NA,"",48,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/19/49",NA,"",NA,"",46,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/20/49",NA,"",NA,"",43,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/21/49",NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/22/49",NA,"",NA,"",102,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/23/49",NA,"",NA,"",126,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/24/49",NA,"",NA,"",65,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/25/49",NA,"",NA,"",49,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/26/49",NA,"",NA,"",43,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/27/49",NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/28/49",NA,"",NA,"",48,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/29/49",NA,"",NA,"",43,"A",NA,"",NA,"",NA,""
"USGS",2085000,"4/30/49",NA,"",NA,"",43,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/1/49",NA,"",NA,"",65,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/2/49",NA,"",NA,"",84,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/3/49",NA,"",NA,"",146,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/4/49",NA,"",NA,"",69,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/5/49",NA,"",NA,"",51,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/6/49",NA,"",NA,"",44,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/7/49",NA,"",NA,"",43,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/8/49",NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/9/49",NA,"",NA,"",43,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/10/49",NA,"",NA,"",304,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/11/49",NA,"",NA,"",612,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/12/49",NA,"",NA,"",191,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/13/49",NA,"",NA,"",96,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/14/49",NA,"",NA,"",72,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/15/49",NA,"",NA,"",60,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/16/49",NA,"",NA,"",52,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/17/49",NA,"",NA,"",47,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/18/49",NA,"",NA,"",44,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/19/49",NA,"",NA,"",40,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/20/49",NA,"",NA,"",37,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/21/49",NA,"",NA,"",34,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/22/49",NA,"",NA,"",34,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/23/49",NA,"",NA,"",39,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/24/49",NA,"",NA,"",34,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/25/49",NA,"",NA,"",34,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/26/49",NA,"",NA,"",33,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/27/49",NA,"",NA,"",36,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/28/49",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/29/49",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/30/49",NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,"5/31/49",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/1/49",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/2/49",NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/3/49",NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/4/49",NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/5/49",NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/6/49",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/7/49",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/8/49",NA,"",NA,"",21,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/9/49",NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/10/49",NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/11/49",NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/12/49",NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/13/49",NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/14/49",NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/15/49",NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/16/49",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/17/49",NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/18/49",NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/19/49",NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/20/49",NA,"",NA,"",38,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/21/49",NA,"",NA,"",21,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/22/49",NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/23/49",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/24/49",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/25/49",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/26/49",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/27/49",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/28/49",NA,"",NA,"",51,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/29/49",NA,"",NA,"",297,"A",NA,"",NA,"",NA,""
"USGS",2085000,"6/30/49",NA,"",NA,"",157,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/1/49",NA,"",NA,"",46,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/2/49",NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/3/49",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/4/49",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/5/49",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/6/49",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/7/49",NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/8/49",NA,"",NA,"",148,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/9/49",NA,"",NA,"",43,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/10/49",NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/11/49",NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/12/49",NA,"",NA,"",21,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/13/49",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/14/49",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/15/49",NA,"",NA,"",82,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/16/49",NA,"",NA,"",137,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/17/49",NA,"",NA,"",102,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/18/49",NA,"",NA,"",51,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/19/49",NA,"",NA,"",138,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/20/49",NA,"",NA,"",44,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/21/49",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/22/49",NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/23/49",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/24/49",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/25/49",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/26/49",NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/27/49",NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/28/49",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/29/49",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/30/49",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"7/31/49",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/1/49",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/2/49",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/3/49",NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/4/49",NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/5/49",NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/6/49",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/7/49",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/8/49",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/9/49",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/10/49",NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/11/49",NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/12/49",NA,"",NA,"",9.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/13/49",NA,"",NA,"",8.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/14/49",NA,"",NA,"",8.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/15/49",NA,"",NA,"",8.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/16/49",NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/17/49",NA,"",NA,"",48,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/18/49",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/19/49",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/20/49",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/21/49",NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/22/49",NA,"",NA,"",128,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/23/49",NA,"",NA,"",34,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/24/49",NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/25/49",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/26/49",NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/27/49",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/28/49",NA,"",NA,"",548,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/29/49",NA,"",NA,"",395,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/30/49",NA,"",NA,"",62,"A",NA,"",NA,"",NA,""
"USGS",2085000,"8/31/49",NA,"",NA,"",59,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/1/49",NA,"",NA,"",47,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/2/49",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/3/49",NA,"",NA,"",84,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/4/49",NA,"",NA,"",68,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/5/49",NA,"",NA,"",39,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/6/49",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/7/49",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/8/49",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/9/49",NA,"",NA,"",25,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/10/49",NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/11/49",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/12/49",NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/13/49",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/14/49",NA,"",NA,"",21,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/15/49",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/16/49",NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/17/49",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/18/49",NA,"",NA,"",35,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/19/49",NA,"",NA,"",52,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/20/49",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/21/49",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/22/49",NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/23/49",NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/24/49",NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/25/49",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/26/49",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/27/49",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/28/49",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/29/49",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"9/30/49",NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/1/49",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/2/49",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/3/49",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/4/49",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/5/49",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/6/49",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/7/49",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/8/49",NA,"",NA,"",66,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/9/49",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/10/49",NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/11/49",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/12/49",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/13/49",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/14/49",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/15/49",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/16/49",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/17/49",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/18/49",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/19/49",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/20/49",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/21/49",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/22/49",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/23/49",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/24/49",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/25/49",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/26/49",NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/27/49",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/28/49",NA,"",NA,"",21,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/29/49",NA,"",NA,"",139,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/30/49",NA,"",NA,"",554,"A",NA,"",NA,"",NA,""
"USGS",2085000,"10/31/49",NA,"",NA,"",554,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/1/49",NA,"",NA,"",651,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/2/49",NA,"",NA,"",425,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/3/49",NA,"",NA,"",121,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/4/49",NA,"",NA,"",81,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/5/49",NA,"",NA,"",62,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/6/49",NA,"",NA,"",51,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/7/49",NA,"",NA,"",46,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/8/49",NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/9/49",NA,"",NA,"",39,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/10/49",NA,"",NA,"",37,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/11/49",NA,"",NA,"",36,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/12/49",NA,"",NA,"",34,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/13/49",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/14/49",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/15/49",NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/16/49",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/17/49",NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/18/49",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/19/49",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/20/49",NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/21/49",NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/22/49",NA,"",NA,"",25,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/23/49",NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/24/49",NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/25/49",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/26/49",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/27/49",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/28/49",NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/29/49",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"11/30/49",NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/1/49",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/2/49",NA,"",NA,"",25,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/3/49",NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/4/49",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/5/49",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/6/49",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/7/49",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/8/49",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/9/49",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/10/49",NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/11/49",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/12/49",NA,"",NA,"",25,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/13/49",NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,"12/14/49",NA,"",NA,"",252,"A",NA,"",NA,"",NA,""
